"","date","MKT_RF","SMB","HML","RMW","CMA","RF"
"367",1994-01-31,2.87,-0.14,2.1,-2.3,1.45,0.25
"368",1994-02-28,-2.55,2.65,-1.46,2.45,-1.03,0.21
"369",1994-03-31,-4.78,-1.02,1.29,0.77,1.27,0.27
"370",1994-04-30,0.68,-1.04,1.67,1.01,1.12,0.27
"371",1994-05-31,0.58,-2.46,0.2,0.9,0.7,0.31
"372",1994-06-30,-3.03,-0.52,1.69,1.16,1.53,0.31
"373",1994-07-31,2.82,-1.83,0.62,-0.89,0.11,0.28
"374",1994-08-31,4.01,1.29,-2.8,0.87,-1.45,0.37
"375",1994-09-30,-2.31,2.67,-1.91,0.6,0.93,0.37
"376",1994-10-31,1.34,-2.3,-1.74,0.58,-0.62,0.38
"377",1994-11-30,-4.04,0.11,-0.94,0.81,-0.44,0.37
"378",1994-12-31,0.86,-0.02,0.54,0.42,0.31,0.44
"379",1995-01-31,1.8,-2.76,0.81,0.62,-0.83,0.42
"380",1995-02-28,3.63,-0.55,1.09,0.57,-0.33,0.4
"381",1995-03-31,2.19,-0.72,-1.09,-0.33,0.16,0.46
"382",1995-04-30,2.11,-0.34,2.27,0.05,1,0.44
"383",1995-05-31,2.9,-2.06,1.72,0.46,0.09,0.54
"384",1995-06-30,2.72,2.95,-2.28,-0.48,-2.44,0.47
"385",1995-07-31,3.72,2.1,-1.67,0.45,-1.71,0.45
"386",1995-08-31,0.55,1.83,2.71,-1.36,1.64,0.47
"387",1995-09-30,3.35,-1.88,-0.75,1.33,0.36,0.43
"388",1995-10-31,-1.52,-4.05,-0.73,2.14,-0.03,0.47
"389",1995-11-30,3.96,-1.17,0.94,-0.82,1.19,0.42
"390",1995-12-31,1.03,0.67,0.87,-1.33,2.99,0.49
"391",1996-01-31,2.26,-2.59,0.31,-0.64,2.27,0.43
"392",1996-02-29,1.33,1.82,-1.42,0.4,-1.8,0.39
"393",1996-03-31,0.73,1.54,1.01,1.3,-0.97,0.39
"394",1996-04-30,2.06,4.64,-3.91,0.18,-2.2,0.46
"395",1996-05-31,2.36,3.18,-1.2,0.43,-0.22,0.42
"396",1996-06-30,-1.14,-3.47,1.56,3.46,1.09,0.4
"397",1996-07-31,-5.97,-3.68,4.45,2.83,2.6,0.45
"398",1996-08-31,2.77,2.54,-0.46,-0.3,-2.42,0.41
"399",1996-09-30,5.01,-1.33,-3.15,1.51,-2.18,0.44
"400",1996-10-31,0.86,-3.88,5.13,1.32,2.98,0.42
"401",1996-11-30,6.25,-3.78,1.17,2,-0.73,0.41
"402",1996-12-31,-1.7,3.21,0.88,0.54,1.51,0.46
"403",1997-01-31,4.98,-1.82,-1.64,1.31,-0.28,0.45
"404",1997-02-28,-0.49,-2.53,5.2,0.68,3.42,0.39
"405",1997-03-31,-5.02,-0.48,3.81,0.36,1.66,0.43
"406",1997-04-30,4.04,-5.73,-0.06,3.25,-0.89,0.43
"407",1997-05-31,6.74,4.65,-3.89,-0.96,-2.91,0.49
"408",1997-06-30,4.1,1.26,1.23,1.01,0.55,0.37
"409",1997-07-31,7.33,-2.84,0.82,-0.24,-2.56,0.43
"410",1997-08-31,-4.15,7.66,1.38,-0.93,-0.02,0.41
"411",1997-09-30,5.35,2.56,0.01,-1.39,-0.93,0.44
"412",1997-10-31,-3.8,-0.51,1.95,1.09,1.87,0.42
"413",1997-11-30,2.98,-5.03,0.78,3.07,1.66,0.39
"414",1997-12-31,1.32,-2.01,3.45,1.19,1.92,0.48
"415",1998-01-31,0.15,-1.41,-1.45,0.46,-0.85,0.43
"416",1998-02-28,7.04,-0.02,-0.13,-0.86,-2.41,0.39
"417",1998-03-31,4.76,-0.65,1.05,-1.02,-0.47,0.39
"418",1998-04-30,0.73,-0.02,0.73,-2.13,-0.23,0.43
"419",1998-05-31,-3.07,-3.11,4.16,0.96,2.54,0.4
"420",1998-06-30,3.18,-3.68,-2.33,-0.52,-2.93,0.41
"421",1998-07-31,-2.46,-5.32,-0.96,1.82,0.45,0.4
"422",1998-08-31,-16.08,-5.02,3.4,3.47,5.84,0.43
"423",1998-09-30,6.15,-0.84,-3.31,-1.51,-2.91,0.46
"424",1998-10-31,7.13,-3.51,-2.21,0.59,0.29,0.32
"425",1998-11-30,6.1,0.64,-3.15,-1.24,-1.15,0.31
"426",1998-12-31,6.16,-1.51,-4.46,-0.75,-3.33,0.38
"427",1999-01-31,3.5,-0.75,-4.03,-2.69,-6.86,0.35
"428",1999-02-28,-4.08,-5.15,1.4,-1.71,4.09,0.35
"429",1999-03-31,3.45,-4.29,-2.65,-4.2,-1.4,0.43
"430",1999-04-30,4.33,4.67,2.53,-2.42,0.92,0.37
"431",1999-05-31,-2.46,3.73,2.4,1.09,3.36,0.34
"432",1999-06-30,4.77,2.25,-3.6,1.32,-3.38,0.4
"433",1999-07-31,-3.49,2.53,-0.76,0.49,3.11,0.38
"434",1999-08-31,-1.38,-1.93,-1.31,-0.3,0.31,0.39
"435",1999-09-30,-2.79,2.57,-3.39,-0.72,-1.07,0.39
"436",1999-10-31,6.12,-7.09,-2.89,-1.72,-1.25,0.39
"437",1999-11-30,3.37,5.9,-6.51,-3.85,-1.58,0.36
"438",1999-12-31,7.72,5.42,-8.73,-7.91,-5.29,0.44
"439",2000-01-31,-4.74,4.15,-0.28,-6.05,4.73,0.41
"440",2000-02-29,2.45,18.32,-9.93,-18.34,-0.51,0.43
"441",2000-03-31,5.2,-14.91,7.37,11.67,-1.05,0.47
"442",2000-04-30,-6.4,-5.55,8.61,7.55,5.27,0.46
"443",2000-05-31,-4.42,-3.68,2.57,4.64,0.74,0.5
"444",2000-06-30,4.64,10.39,-9.86,-6.83,-3.07,0.4
"445",2000-07-31,-2.51,-0.95,8.06,6,2.99,0.48
"446",2000-08-31,7.03,-1.1,-0.66,-3.07,0.61,0.5
"447",2000-09-30,-5.45,0.23,6.13,3.08,6.43,0.51
"448",2000-10-31,-2.76,-2.83,5.64,9.66,4.67,0.56
"449",2000-11-30,-10.72,-0.46,11.26,13.33,8.51,0.51
"450",2000-12-31,1.19,3.17,7.38,1.85,5.68,0.5
"451",2001-01-31,3.13,5.8,-4.86,-4.44,-6.55,0.54
"452",2001-02-28,-10.05,2.67,12.87,9,9.56,0.38
"453",2001-03-31,-7.26,2.32,6.46,3.41,3.94,0.42
"454",2001-04-30,7.94,-0.64,-4.72,-2.72,-3.95,0.39
"455",2001-05-31,0.72,3.58,3.17,0.18,2.18,0.32
"456",2001-06-30,-1.94,6.61,-1.03,2.03,-1.79,0.28
"457",2001-07-31,-2.13,-2.91,5.57,7.16,3.01,0.3
"458",2001-08-31,-6.46,2.73,2.5,3.95,6.5,0.31
"459",2001-09-30,-9.25,-5.68,1.6,4.96,3.27,0.28
"460",2001-10-31,2.46,5.41,-8.1,-2.66,-4.64,0.22
"461",2001-11-30,7.54,-0.31,2.01,-3.76,-1.66,0.17
"462",2001-12-31,1.61,5.14,1.1,0.3,-0.29,0.15
"463",2002-01-31,-1.44,1.19,3.33,4.35,2.84,0.14
"464",2002-02-28,-2.29,-0.46,2.5,7.62,5.12,0.13
"465",2002-03-31,4.24,4.28,1.1,-1.36,0.61,0.13
"466",2002-04-30,-5.2,6.66,3.93,4.57,5.41,0.15
"467",2002-05-31,-1.38,-3.07,1.68,2.27,2.42,0.14
"468",2002-06-30,-7.21,3.78,0.12,3.62,2.51,0.13
"469",2002-07-31,-8.18,-6.24,-3.44,4.19,-0.72,0.15
"470",2002-08-31,0.5,-1.27,2.53,1.15,-1.61,0.14
"471",2002-09-30,-10.35,3.07,1.32,3.24,-2.28,0.14
"472",2002-10-31,7.84,-4.12,-5.45,-3.28,0.92,0.14
"473",2002-11-30,5.96,2.9,-1.12,-9.13,5.12,0.12
"474",2002-12-31,-5.76,0.5,2.23,6.04,-1.59,0.11
"475",2003-01-31,-2.57,0.81,-0.94,-0.63,0.81,0.1
"476",2003-02-28,-1.88,-0.89,-1.45,1.04,-0.55,0.09
"477",2003-03-31,1.09,0.56,-2.07,1.8,-0.69,0.1
"478",2003-04-30,8.22,1.06,1.03,-4.57,1.14,0.1
"479",2003-05-31,6.05,4.83,-0.29,-6.92,3.22,0.09
"480",2003-06-30,1.42,1.68,0.69,0.55,-0.33,0.1
"481",2003-07-31,2.35,4.73,-1.14,-4.17,1.87,0.07
"482",2003-08-31,2.34,2.54,2.03,-2.46,2.2,0.07
"483",2003-09-30,-1.24,0.52,0.01,1.34,0.31,0.08
"484",2003-10-31,6.08,2.64,1.77,-1.59,1.55,0.07
"485",2003-11-30,1.35,2.21,1.85,0.08,1.67,0.07
"486",2003-12-31,4.29,-2.68,2.41,0,0.97,0.08
"487",2004-01-31,2.15,2.54,1.97,-3.53,3.4,0.07
"488",2004-02-29,1.4,-0.91,0.5,2.28,-1.34,0.06
"489",2004-03-31,-1.32,2.11,0.22,1.5,-1.04,0.09
"490",2004-04-30,-1.83,-2.19,-2.62,3.31,-2.8,0.08
"491",2004-05-31,1.17,-0.4,-0.39,-0.97,-0.08,0.06
"492",2004-06-30,1.86,2.56,1.39,1.12,-0.41,0.08
"493",2004-07-31,-4.06,-3.03,4.11,5.08,-1.62,0.1
"494",2004-08-31,0.08,-1.27,1.03,1.3,-1.43,0.11
"495",2004-09-30,1.6,3.28,-0.25,-1.34,-1.9,0.11
"496",2004-10-31,1.43,0.28,-0.63,-0.07,0.4,0.11
"497",2004-11-30,4.54,4.12,1.79,-1.06,-0.22,0.15
"498",2004-12-31,3.43,0.01,-0.08,-1.26,0.51,0.16
"499",2005-01-31,-2.76,-1.11,1.96,3.05,-1.38,0.16
"500",2005-02-28,1.89,-0.3,1.65,1.2,-0.05,0.16
"501",2005-03-31,-1.97,-1.39,1.61,0.47,1.12,0.21
"502",2005-04-30,-2.61,-4.01,-0.35,0.96,-0.9,0.21
"503",2005-05-31,3.65,2.72,-0.81,-1.31,0.28,0.24
"504",2005-06-30,0.57,3.26,2.63,0.98,-0.52,0.23
"505",2005-07-31,3.92,2.83,-0.52,-1.19,-0.98,0.24
"506",2005-08-31,-1.22,-0.86,1.27,-2.23,0.45,0.3
"507",2005-09-30,0.49,-0.31,0.77,0.49,-0.57,0.29
"508",2005-10-31,-2.02,-1.41,0.22,-0.58,-1.26,0.27
"509",2005-11-30,3.61,0.8,-1.19,-0.6,-1.19,0.31
"510",2005-12-31,-0.25,-0.27,0.44,0.12,0.24,0.32
"511",2006-01-31,3.04,5.77,1.13,-0.94,-0.55,0.35
"512",2006-02-28,-0.3,-0.45,-0.25,-0.7,2,0.34
"513",2006-03-31,1.46,3.45,0.6,-0.04,-0.5,0.37
"514",2006-04-30,0.73,-0.83,2.61,1.15,-0.25,0.36
"515",2006-05-31,-3.57,-2.99,2.54,0.96,1.34,0.43
"516",2006-06-30,-0.35,-0.24,0.87,1.38,-0.11,0.4
"517",2006-07-31,-0.78,-3.69,2.94,1.54,0.93,0.4
"518",2006-08-31,2.03,0.44,-1.71,-1.74,2.15,0.42
"519",2006-09-30,1.84,-1.44,0.04,0.88,0.53,0.41
"520",2006-10-31,3.23,1.93,-0.03,-0.22,0.26,0.41
"521",2006-11-30,1.71,0.82,0.08,0.09,-0.88,0.42
"522",2006-12-31,0.87,-0.79,3.16,-0.8,2.05,0.4
"523",2007-01-31,1.4,0.08,-0.11,0.22,0.24,0.44
"524",2007-02-28,-1.96,1.4,-0.1,-0.47,-0.74,0.38
"525",2007-03-31,0.68,0.07,-0.22,0.25,-0.59,0.43
"526",2007-04-30,3.49,-2.02,-1.15,1.02,1.01,0.44
"527",2007-05-31,3.24,0.28,-0.04,1.13,-1.29,0.41
"528",2007-06-30,-1.96,0.76,-1.12,0.53,0.07,0.4
"529",2007-07-31,-3.73,-2.87,-3.33,0.57,-1.04,0.4
"530",2007-08-31,0.92,-0.34,-2.24,-0.91,-0.56,0.42
"531",2007-09-30,3.22,-2.41,-1.86,-0.58,-3.17,0.32
"532",2007-10-31,1.8,0.03,-2.6,-0.31,-0.1,0.32
"533",2007-11-30,-4.83,-2.81,-1.18,1.88,-0.34,0.34
"534",2007-12-31,-0.87,0.18,-0.51,0.7,-1.09,0.27
"535",2008-01-31,-6.36,-0.52,3.65,1.98,2.2,0.21
"536",2008-02-29,-3.09,-0.53,-0.94,0.76,-1.06,0.13
"537",2008-03-31,-0.93,0.75,-0.14,1.09,0.47,0.17
"538",2008-04-30,4.6,-1.15,-0.95,1.28,-2.54,0.18
"539",2008-05-31,1.86,3.22,-1.38,0.81,0.04,0.18
"540",2008-06-30,-8.44,1.15,-2.42,4.3,-0.42,0.17
"541",2008-07-31,-0.77,3.66,5.88,-0.98,1.06,0.15
"542",2008-08-31,1.53,3.42,1.52,1.85,0.81,0.13
"543",2008-09-30,-9.24,0.35,6.33,2.95,1.77,0.15
"544",2008-10-31,-17.23,-3.2,-2.89,3.6,1.91,0.08
"545",2008-11-30,-7.86,-3.88,-6.02,4.83,2.72,0.03
"546",2008-12-31,1.74,3.37,-0.25,-0.08,-1.4,0
"547",2009-01-31,-8.12,-2.01,-11.18,0.23,-1.15,0
"548",2009-02-28,-10.1,-1.17,-7.27,1.71,-1.12,0.01
"549",2009-03-31,8.95,0.67,3.56,-2.33,-2.22,0.02
"550",2009-04-30,10.19,6.71,5.53,0.28,0.14,0.01
"551",2009-05-31,5.21,-2.33,-0.23,-0.98,-2.16,0
"552",2009-06-30,0.43,2.32,-2.72,-1.06,-0.17,0.01
"553",2009-07-31,7.72,2.44,5.28,-0.66,3.2,0.01
"554",2009-08-31,3.33,-0.05,7.75,-3.02,3.18,0.01
"555",2009-09-30,4.08,2.74,0.93,1.36,0.38,0.01
"556",2009-10-31,-2.59,-4.78,-4.18,4.18,-1.66,0
"557",2009-11-30,5.56,-2.8,-0.17,0.81,0.13,0
"558",2009-12-31,2.75,6.22,0,0.48,-0.07,0.01
"559",2010-01-31,-3.36,0.29,0.3,-1.39,0.46,0
"560",2010-02-28,3.4,1.46,3.16,-0.33,1.4,0
"561",2010-03-31,6.31,1.79,2.11,-0.56,1.7,0.01
"562",2010-04-30,2,5.04,2.81,1.1,1.69,0.01
"563",2010-05-31,-7.89,0.06,-2.38,1.37,-0.22,0.01
"564",2010-06-30,-5.56,-2.49,-4.5,-0.21,-1.51,0.01
"565",2010-07-31,6.93,0.09,-0.26,0.24,2.02,0.01
"566",2010-08-31,-4.77,-3.1,-1.95,0.72,-1.69,0.01
"567",2010-09-30,9.54,3.72,-3.13,-0.21,0.47,0.01
"568",2010-10-31,3.88,0.78,-2.6,1.3,-0.23,0.01
"569",2010-11-30,0.6,3.6,-0.9,0.24,1.64,0.01
"570",2010-12-31,6.82,0.95,3.82,-3.65,3.22,0.01
"571",2011-01-31,1.99,-2.42,0.82,-0.89,0.69,0.01
"572",2011-02-28,3.49,1.64,1.1,-1.93,0.95,0.01
"573",2011-03-31,0.45,2.67,-1.58,1.64,-0.03,0.01
"574",2011-04-30,2.9,-0.51,-2.52,1.09,-0.84,0
"575",2011-05-31,-1.27,-0.69,-2.08,2.02,-1.5,0
"576",2011-06-30,-1.75,0.11,-0.32,2.38,-1.45,0
"577",2011-07-31,-2.36,-1.34,-1.21,2.43,-1.76,0
"578",2011-08-31,-5.99,-3.2,-2.48,3.2,-0.24,0.01
"579",2011-09-30,-7.59,-3.78,-1.41,1.85,0.28,0
"580",2011-10-31,11.35,3.57,-0.18,-1.87,-0.88,0
"581",2011-11-30,-0.28,-0.26,-0.34,1.79,1.53,0
"582",2011-12-31,0.74,-0.44,1.77,0.8,2.4,0
"583",2012-01-31,5.05,2.16,-1.13,-1.81,-1.4,0
"584",2012-02-29,4.42,-1.63,0.08,-0.19,-0.1,0
"585",2012-03-31,3.11,-0.45,0.92,-0.33,0.82,0
"586",2012-04-30,-0.85,-0.59,-0.48,1.12,0.67,0
"587",2012-05-31,-6.19,-0.09,-0.59,2.28,2.39,0.01
"588",2012-06-30,3.89,0.95,0.44,-1.24,0.34,0
"589",2012-07-31,0.79,-2.68,-0.27,1.11,0.13,0
"590",2012-08-31,2.55,0.44,1.31,-1.26,-0.73,0.01
"591",2012-09-30,2.73,0.66,1.53,-1.38,1.59,0.01
"592",2012-10-31,-1.76,-0.81,3.79,-1.39,2.28,0.01
"593",2012-11-30,0.78,0.36,-0.97,0.68,0.91,0.01
"594",2012-12-31,1.18,1.87,3.58,-1.98,0.86,0.01
"595",2013-01-31,5.57,0.56,0.95,-1.64,1.47,0
"596",2013-02-28,1.29,-0.38,0.03,-0.69,0.48,0
"597",2013-03-31,4.03,0.83,-0.3,0.17,1.31,0
"598",2013-04-30,1.55,-2.3,0.62,0.07,0.47,0
"599",2013-05-31,2.8,2.06,2.6,-1.66,-0.78,0
"600",2013-06-30,-1.2,1.35,-0.17,-0.44,-0.01,0
"601",2013-07-31,5.65,1.8,0.56,-1.46,0.56,0
"602",2013-08-31,-2.71,-0.01,-2.78,0.62,-2.16,0
"603",2013-09-30,3.77,2.67,-1.19,-0.73,-1.32,0
"604",2013-10-31,4.18,-1.53,1.14,2.7,0.87,0
"605",2013-11-30,3.12,1.33,0.24,0.14,0.05,0
"606",2013-12-31,2.81,-0.53,-0.31,-0.52,0.07,0
"607",2014-01-31,-3.32,0.57,-2.09,-3.99,-1.4,0
"608",2014-02-28,4.65,0.15,-0.4,-0.26,-0.41,0
"609",2014-03-31,0.43,-1.17,5.09,2.16,1.9,0
"610",2014-04-30,-0.19,-4.15,1.14,3.48,1.07,0
"611",2014-05-31,2.06,-1.89,-0.27,0.1,-1.08,0
"612",2014-06-30,2.61,3.1,-0.74,-1.97,-1.91,0
"613",2014-07-31,-2.04,-4.25,0.01,0.94,0.47,0
"614",2014-08-31,4.24,0.29,-0.59,-0.63,-0.7,0
"615",2014-09-30,-1.97,-3.79,-1.23,1.13,-0.51,0
"616",2014-10-31,2.52,3.78,-1.7,-0.47,-0.17,0
"617",2014-11-30,2.55,-2.31,-3,1.4,0.18,0
"618",2014-12-31,-0.06,2.88,2.06,-1.16,0.88,0
"619",2015-01-31,-3.11,-0.87,-3.48,1.67,-1.67,0
"620",2015-02-28,6.13,0.21,-1.81,-1.07,-1.75,0
"621",2015-03-31,-1.12,3.04,-0.46,0.1,-0.51,0
"622",2015-04-30,0.59,-3.03,1.85,-0.15,-0.49,0
"623",2015-05-31,1.36,0.77,-1.37,-1.72,-0.74,0
"624",2015-06-30,-1.53,2.86,-0.79,0.5,-1.47,0
"625",2015-07-31,1.54,-4.55,-4.12,0.04,-2.56,0
"626",2015-08-31,-6.04,0.4,2.66,0.76,1.25,0
"627",2015-09-30,-3.08,-2.78,0.53,1.81,-0.51,0
"628",2015-10-31,7.75,-2.16,-0.07,0.82,0.43,0
"629",2015-11-30,0.56,3.35,-0.51,-2.57,-1.1,0
"630",2015-12-31,-2.17,-2.99,-2.59,0.31,0.13,0.01
"631",2016-01-31,-5.77,-3.42,2.08,2.6,3.02,0.01
"632",2016-02-29,-0.07,0.95,-0.5,3.29,2.05,0.02
"633",2016-03-31,6.96,1.1,1.16,0.81,-0.02,0.02
"634",2016-04-30,0.92,1.17,3.26,-2.89,1.97,0.01
"635",2016-05-31,1.78,-0.71,-1.81,-1.02,-2.55,0.01
"636",2016-06-30,-0.05,0.49,-1.47,1.19,1.92,0.02
"637",2016-07-31,3.95,2.64,-1.11,1.33,-1.24,0.02
"638",2016-08-31,0.5,1.72,3.34,-1.33,-0.39,0.02
"639",2016-09-30,0.25,1.74,-1.49,-2.29,-0.08,0.02
"640",2016-10-31,-2.02,-4.02,4.16,1.19,0.24,0.02
"641",2016-11-30,4.86,6.81,8.29,-0.1,3.7,0.01
"642",2016-12-31,1.81,0.41,3.58,0.99,-0.3,0.03
"643",2017-01-31,1.94,-1.28,-2.78,-0.01,-0.95,0.04
"644",2017-02-28,3.57,-2.13,-1.79,0.78,-1.72,0.04
"645",2017-03-31,0.17,0.78,-3.17,0.68,-1,0.03
"646",2017-04-30,1.09,0.49,-1.87,2,-1.55,0.05
"647",2017-05-31,1.06,-3.05,-3.78,1.21,-1.88,0.06
"648",2017-06-30,0.78,2.48,1.35,-2.01,-0.07,0.06
"649",2017-07-31,1.87,-1.59,-0.29,-0.71,-0.15,0.07
"650",2017-08-31,0.16,-1.85,-2.24,0.28,-2.42,0.09
"651",2017-09-30,2.51,4.84,3.03,-1.18,1.63,0.09
"652",2017-10-31,2.25,-1.97,-0.05,1.04,-3.33,0.09
"653",2017-11-30,3.12,-0.43,-0.04,3.12,0,0.08
"654",2017-12-31,1.06,-1.04,0.14,0.65,1.65,0.09
"655",2018-01-31,5.58,-3.15,-1.37,-0.5,-0.89,0.11
"656",2018-02-28,-3.65,0.32,-1.19,0.52,-2.25,0.11
"657",2018-03-31,-2.35,3.54,-0.12,-0.51,0,0.12
"658",2018-04-30,0.29,0.97,0.54,-2.09,1.18,0.14
"659",2018-05-31,2.65,4.72,-3.16,-1.95,-1.42,0.14
"660",2018-06-30,0.48,0.86,-2.38,0.71,0.33,0.14
"661",2018-07-31,3.19,-1.92,0.43,1.61,0.43,0.16
"662",2018-08-31,3.44,0.65,-4.08,-0.28,-2.5,0.16
"663",2018-09-30,0.06,-2.52,-1.3,0.59,1.24,0.15
"664",2018-10-31,-7.68,-4.51,3.44,0.87,3.45,0.19
"665",2018-11-30,1.69,-0.82,0.25,-0.6,0.32,0.18
"666",2018-12-31,-9.55,-3.05,-1.47,-0.13,0.16,0.19
"667",2019-01-31,8.41,3.09,-0.62,-0.69,-1.36,0.21
"668",2019-02-28,3.4,1.78,-2.84,0.24,-1.47,0.18
"669",2019-03-31,1.1,-3.54,-4.07,0.93,-1.02,0.19
"670",2019-04-30,3.96,-1.13,1.93,1.75,-2.17,0.21
"671",2019-05-31,-6.94,-1.47,-2.39,-0.35,1.78,0.21
"672",2019-06-30,6.93,0.37,-1.08,0.94,-0.38,0.18
"673",2019-07-31,1.19,-1.91,0.14,-0.08,0.36,0.19
"674",2019-08-31,-2.58,-3.3,-4.99,0.37,-0.96,0.16
"675",2019-09-30,1.43,0.32,6.71,1.97,3.55,0.18
"676",2019-10-31,2.06,0.21,-2.07,0.43,-0.96,0.15
"677",2019-11-30,3.87,0.5,-1.86,-1.5,-1.29,0.12
"678",2019-12-31,2.77,0.96,1.83,0.21,1.31,0.14
"679",2020-01-31,-0.11,-4.4,-6.27,-1.23,-2.34,0.13
"680",2020-02-29,-8.13,-0.07,-4.01,-1.64,-2.53,0.12
"681",2020-03-31,-13.39,-8.45,-14.12,-1.33,1.22,0.12
"682",2020-04-30,13.65,2.82,-1.27,2.59,-1.09,0
"683",2020-05-31,5.58,1.92,-4.95,0.72,-3.32,0.01
"684",2020-06-30,2.45,1.89,-2.03,0.13,0.37,0.01
"685",NA,NA,NA,NA,NA,NA,NA
"686",NA,NA,NA,NA,NA,NA,NA
"687",NA,12.54,0.33,9.86,-2.99,6.8,3.54
"688",NA,10.52,24.41,7.36,-0.79,-3.17,3.93
"689",NA,-13.51,2.15,-0.68,-0.12,-0.34,4.76
"690",NA,24.49,50.4,-8.58,7.53,-15.04,4.21
"691",NA,8.79,26.32,18.49,-12.84,16.25,5.21
"692",NA,-17.54,-14.06,-9.81,11.77,-4.14,6.58
"693",NA,-6.49,-12.36,22.34,-2.65,24.45,6.52
"694",NA,11.78,5.58,-11.29,10.16,-5.86,4.39
"695",NA,13.05,-11.43,1.75,7.99,-3.05,3.84
"696",NA,-26.19,-20,18.08,-9.03,6.66,6.93
"697",NA,-35.75,0.67,9.67,-4.04,22.88,8
"698",NA,32.44,19.05,9.49,0.53,0.48,5.8
"699",NA,21.91,19.9,24.5,-6.67,7.47,5.08
"700",NA,-8.26,24.64,7.51,2.16,-0.39,5.12
"701",NA,1.03,13.68,0.37,5.07,4.15,7.18
"702",NA,13.09,21.05,-2.12,-2.8,-0.99,10.38
"703",NA,22.13,4.91,-25.06,14.08,-11.32,11.24
"704",NA,-18.13,7.48,25.01,-1.6,10.36,14.71
"705",NA,10.66,7.42,13.59,-4.46,18.01,10.54
"706",NA,13.74,11.84,20.85,0.67,16.43,8.8
"707",NA,-6.05,-8.45,19.63,14.88,3.84,9.85
"708",NA,24.91,-0.62,1.35,11.89,-2.49,7.72
"709",NA,10.12,-10.37,9.58,7.13,9.84,6.16
"710",NA,-3.87,-11.28,-1.64,6.2,6.9,5.47
"711",NA,11.55,6.46,14.77,3.08,9.74,6.35
"712",NA,20.49,-13.02,-4.29,2.74,8.21,8.37
"713",NA,-13.95,-14.3,-9.72,7.44,0.6,7.81
"714",NA,29.18,15.77,-14.41,12.06,-14.91,5.6
"715",NA,6.23,9.07,24.28,7.54,6.96,3.51
"716",NA,8.21,6.01,18.91,-8.55,11.99,2.9
"717",NA,-4.1,-2.51,-0.69,6.35,3.9,3.9
"718",NA,31.22,-8.17,5.3,1.97,2.81,5.6
"719",NA,15.96,-2.8,6.16,15.53,0.53,5.21
"720",NA,25.96,-6.17,17.46,10.51,5.19,5.26
"721",NA,19.46,-28.67,-8.89,0.63,-4.6,4.86
"722",NA,20.57,8.56,-31.77,-27.89,-8.44,4.68
"723",NA,-17.6,4.21,39.69,26.67,32.74,5.89
"724",NA,-15.2,23.68,19.52,19.84,11.79,3.83
"725",NA,-22.76,5.82,7.47,20.39,14.47,1.65
"726",NA,30.75,24.48,5.4,-20.46,17.26,1.02
"727",NA,10.72,7.34,8.08,8.34,-7.86,1.2
"728",NA,3.09,-0.75,8.33,1.71,-5.02,2.98
"729",NA,10.6,1.52,14.12,2.08,8.13,4.8
"730",NA,1.04,-7.94,-14.65,4.37,-7.8,4.66
"731",NA,-38.34,3.36,0.8,15.13,4.15,1.6
"732",NA,28.26,7.94,-9.25,2.33,-2.74,0.1
"733",NA,17.37,13.3,-5.31,-1.29,9.88,0.12
"734",NA,0.44,-5.77,-8.39,12.66,-0.95,0.04
"735",NA,16.28,-0.05,9.75,-4.56,9.4,0.06
"736",NA,35.2,7.66,1.5,-4.35,1.25,0.02
"737",NA,11.7,-8.07,-1.67,1.03,-1.66,0.02
"738",NA,0.07,-5.87,-9.65,0.9,-8.55,0.02
"739",NA,13.3,9.18,22.9,4.8,9.56,0.2
"740",NA,21.5,-5.85,-13.91,6.98,-11.7,0.8
"741",NA,-6.93,-5.32,-9.2,-0.96,0.24,1.81
"742",NA,28.28,-6.09,-12.14,5.21,-2.79,2.14
